MNFID,CMDID,ITEMID,RECPQTY_COLIS
16422,73181904,7627102,40
16422,73181904,7627102,40
16422,73181904,7627102,40
16422,73181904,7627102,35
16422,73190610,7628317,8
16422,73190610,7628317,8
16422,73190610,7628317,5
16422,73190610,7628317,2
16422,73181904,7627104,40
16422,73181904,7627104,40
16422,73181904,7627104,40
16422,73181904,7627104,40
16422,73181904,7627104,40
16422,73181904,7627104,40
16422,73181904,7627104,40
16422,73181904,7627104,40
16422,73181904,7627104,40
16422,73181904,7627104,30
16422,73220582,7632548,112
16422,73220582,7632548,90
16422,73220582,7632552,40
16422,73220582,7632552,40
16422,73220582,7632552,40
16422,73220582,7632552,40
16422,73220582,7632552,31
16422,73181904,5120913,56
16422,73181904,5120913,56
16422,73181904,5120913,56
16422,73181904,5120913,56
16422,73181904,5120913,56
16422,73181904,5120913,43
16422,73181904,5120038,104
16422,73181904,5120038,104
16422,73181904,5120038,43
16422,73181904,5120055,56
16422,73181904,5120055,56
16422,73181904,5120055,56
16422,73181904,5120055,56
16422,73181904,5120055,56
16422,73181904,5120055,41
16422,73181904,5121040,40
16422,73181904,5121040,40
16422,73181904,5121040,40
16422,73181904,5121040,40
16422,73181904,5121040,38
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,2
