ENTPID,CMDID,ITEMID,VLCD,FRNCPTID,MNFID,RECPQTY_COLIS
970,73181903,7627146,3,09584,16422,100
970,73181903,7627146,3,09584,16422,53
970,73181903,7627034,3,09584,16422,24
970,73181903,7627034,3,09584,16422,24
970,73181903,7627034,3,09584,16422,24
970,73181903,7627034,3,09584,16422,24
970,73181903,7627034,3,09584,16422,24
970,73181903,7627034,3,09584,16422,24
970,73181903,7627034,3,09584,16422,21
970,73181903,7627134,2,09584,16422,100
970,73181903,7627134,2,09584,16422,100
970,73181903,7627134,2,09584,16422,57
970,73181903,7627029,2,09584,16422,24
970,73181903,7627029,2,09584,16422,24
970,73181903,7627029,2,09584,16422,24
970,73181903,7627029,2,09584,16422,24
970,73181903,7627029,2,09584,16422,24
970,73181903,7627029,2,09584,16422,24
970,73181903,7627029,2,09584,16422,24
970,73181903,7627029,2,09584,16422,24
970,73181903,7627029,2,09584,16422,24
970,73181903,7627029,2,09584,16422,17
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,24
970,73181903,7627035,3,09584,16422,18
970,73181903,7627021,2,09584,16422,70
970,73181903,7627021,2,09584,16422,70
970,73181903,7627021,2,09584,16422,70
970,73181903,7627021,2,09584,16422,36
970,73181903,7627143,2,09584,16422,100
970,73181903,7627143,2,09584,16422,100
970,73181903,7627143,2,09584,16422,56
970,73432153,7627189,3,02404,16422,91
970,73432153,7627189,3,02404,16422,91
970,73432153,7627189,3,02404,16422,81
970,73432153,7627195,2,02404,16422,91
970,73432153,7627195,2,02404,16422,89
970,73432153,7627192,2,02404,16422,65
970,73432153,7627192,2,02404,16422,65
970,73432153,7627192,2,02404,16422,65
970,73432153,7627192,2,02404,16422,65
970,73432153,7627192,2,02404,16422,65
970,73432153,7627192,2,02404,16422,62
970,73432153,7627186,3,02404,16422,65
970,73432153,7627186,3,02404,16422,65
970,73432153,7627186,3,02404,16422,65
970,73432153,7627186,3,02404,16422,65
970,73432153,7627186,3,02404,16422,65
970,73432153,7627186,3,02404,16422,65
970,73432153,7627186,3,02404,16422,41
970,73432152,7626482,3,02404,16422,48
970,73432152,7626482,3,02404,16422,48
970,73432152,7626482,3,02404,16422,33
970,73432152,7626491,2,02404,16422,168
970,73432152,7626491,2,02404,16422,94
970,73432152,7626488,2,02404,16422,309
970,73432152,7626475,2,02404,16422,48
970,73432152,7626475,2,02404,16422,48
970,73432152,7626475,2,02404,16422,48
970,73432152,7626475,2,02404,16422,48
970,73432152,7626475,2,02404,16422,48
970,73432152,7626475,2,02404,16422,30
970,73432152,7626494,2,02404,16422,168
970,73432152,7626494,2,02404,16422,168
970,73432152,7626494,2,02404,16422,27
970,73432152,7626468,2,02404,16422,48
970,73432152,7626468,2,02404,16422,48
970,73432152,7626468,2,02404,16422,48
970,73432152,7626468,2,02404,16422,33
970,73432152,7626479,2,02404,16422,48
970,73432152,7626479,2,02404,16422,48
970,73432152,7626479,2,02404,16422,45
970,73432152,7626485,3,02404,16422,215
970,73220582,7632550,2,09839,16422,56
970,73220582,7632550,2,09839,16422,56
970,73220582,7632550,2,09839,16422,56
970,73220582,7632550,2,09839,16422,27
970,73220582,7632542,2,09839,16422,112
970,73220582,7632542,2,09839,16422,58
970,73220582,7632545,3,09839,16422,64
970,73220582,7632545,3,09839,16422,64
970,73220582,7632545,3,09839,16422,64
970,73220582,7632545,3,09839,16422,46
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,12
970,73190610,7628314,2,21565,16422,6
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,6
970,73181904,7627109,2,09839,16422,64
970,73181904,7627109,2,09839,16422,64
970,73181904,7627109,2,09839,16422,64
970,73181904,7627109,2,09839,16422,64
970,73181904,7627109,2,09839,16422,64
970,73181904,7627109,2,09839,16422,35
970,73181904,7627096,3,09839,16422,40
970,73181904,7627096,3,09839,16422,40
970,73181904,7627096,3,09839,16422,40
970,73181904,7627096,3,09839,16422,40
970,73181904,7627096,3,09839,16422,40
970,73181904,7627096,3,09839,16422,40
970,73181904,7627096,3,09839,16422,40
970,73181904,7627096,3,09839,16422,22
970,73301482,7627137,2,09839,16422,64
970,73301482,7627137,2,09839,16422,64
970,73301482,7627137,2,09839,16422,64
970,73301482,7627137,2,09839,16422,64
970,73301482,7627137,2,09839,16422,64
970,73301482,7627137,2,09839,16422,64
970,73301482,7627137,2,09839,16422,38
970,73181904,7627114,2,09839,16422,64
970,73181904,7627114,2,09839,16422,64
970,73181904,7627114,2,09839,16422,64
970,73181904,7627114,2,09839,16422,64
970,73181904,7627114,2,09839,16422,64
970,73181904,7627114,2,09839,16422,64
970,73181904,7627114,2,09839,16422,64
970,73181904,7627114,2,09839,16422,64
970,73181904,7627114,2,09839,16422,64
970,73181904,7627114,2,09839,16422,40
970,73181904,7627114,2,09839,16422,38
970,73181904,7627112,3,09839,16422,64
970,73181904,7627112,3,09839,16422,64
970,73181904,7627112,3,09839,16422,64
970,73181904,7627112,3,09839,16422,64
970,73181904,7627112,3,09839,16422,64
970,73181904,7627112,3,09839,16422,64
970,73181904,7627112,3,09839,16422,64
970,73181904,7627112,3,09839,16422,64
970,73181904,7627112,3,09839,16422,49
970,73181904,7627102,2,09839,16422,40
970,73181904,7627102,2,09839,16422,40
970,73181904,7627102,2,09839,16422,40
970,73181904,7627102,2,09839,16422,40
970,73181904,7627102,2,09839,16422,40
970,73181904,7627102,2,09839,16422,40
970,73181904,7627102,2,09839,16422,40
970,73181904,7627102,2,09839,16422,40
970,73181904,7627102,2,09839,16422,35
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,5
970,73190610,7628317,2,21565,16422,2
970,73181904,7627104,3,09839,16422,40
970,73181904,7627104,3,09839,16422,40
970,73181904,7627104,3,09839,16422,40
970,73181904,7627104,3,09839,16422,40
970,73181904,7627104,3,09839,16422,40
970,73181904,7627104,3,09839,16422,40
970,73181904,7627104,3,09839,16422,40
970,73181904,7627104,3,09839,16422,40
970,73181904,7627104,3,09839,16422,40
970,73181904,7627104,3,09839,16422,30
970,73220582,7632548,2,09839,16422,112
970,73220582,7632548,2,09839,16422,90
970,73220582,7632552,2,09839,16422,40
970,73220582,7632552,2,09839,16422,40
970,73220582,7632552,2,09839,16422,40
970,73220582,7632552,2,09839,16422,40
970,73220582,7632552,2,09839,16422,31
970,73181904,5120913,6,09839,16422,56
970,73181904,5120913,6,09839,16422,56
970,73181904,5120913,6,09839,16422,56
970,73181904,5120913,6,09839,16422,56
970,73181904,5120913,6,09839,16422,56
970,73181904,5120913,6,09839,16422,43
970,73181904,5120038,7,09839,16422,104
970,73181904,5120038,7,09839,16422,104
970,73181904,5120038,7,09839,16422,43
970,73181904,5120055,7,09839,16422,56
970,73181904,5120055,7,09839,16422,56
970,73181904,5120055,7,09839,16422,56
970,73181904,5120055,7,09839,16422,56
970,73181904,5120055,7,09839,16422,56
970,73181904,5120055,7,09839,16422,41
970,73181904,5121040,7,09839,16422,40
970,73181904,5121040,7,09839,16422,40
970,73181904,5121040,7,09839,16422,40
970,73181904,5121040,7,09839,16422,40
970,73181904,5121040,7,09839,16422,38
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,8
970,73182087,7627959,3,21565,16422,2
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,8
970,73182087,7627965,3,21565,16422,6
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,7628317,2,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73190610,5121475,11,21565,16422,8
970,73182087,7627962,2,21565,16422,8
970,73182087,7627962,2,21565,16422,8
970,73182087,7627962,2,21565,16422,6
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,8
970,73182087,7627874,2,21565,16422,10
970,73181904,7627079,2,09839,16422,64
970,73181904,7627079,2,09839,16422,64
970,73181904,7627079,2,09839,16422,64
970,73181904,7627079,2,09839,16422,64
970,73181904,7627079,2,09839,16422,64
970,73181904,7627079,2,09839,16422,64
970,73181904,7627079,2,09839,16422,12
970,73430967,7627226,3,02404,16422,52
970,73430967,7627226,3,02404,16422,52
970,73430967,7627226,3,02404,16422,9
970,73430967,7627214,2,02404,16422,35
970,73430967,7627214,2,02404,16422,35
970,73430967,7627214,2,02404,16422,35
970,73430967,7627214,2,02404,16422,18
970,73181904,7627065,2,09839,16422,112
970,73181904,7627065,2,09839,16422,112
970,73181904,7627065,2,09839,16422,93
970,73181904,7627071,2,09839,16422,64
970,73181904,7627071,2,09839,16422,64
970,73181904,7627071,2,09839,16422,64
970,73181904,7627071,2,09839,16422,64
970,73181904,7627071,2,09839,16422,64
970,73181904,7627071,2,09839,16422,23
970,73181904,7627094,2,09839,16422,40
970,73181904,7627094,2,09839,16422,40
970,73181904,7627094,2,09839,16422,40
970,73181904,7627094,2,09839,16422,40
970,73181904,7627094,2,09839,16422,40
970,73181904,7627094,2,09839,16422,30
970,73181904,7627087,3,09839,16422,64
970,73181904,7627087,3,09839,16422,64
970,73181904,7627087,3,09839,16422,64
970,73181904,7627087,3,09839,16422,64
970,73181904,7627087,3,09839,16422,64
970,73181904,7627087,3,09839,16422,64
970,73181904,7627087,3,09839,16422,64
970,73181904,7627087,3,09839,16422,22
970,73181904,7627081,3,09839,16422,64
970,73181904,7627081,3,09839,16422,64
970,73181904,7627081,3,09839,16422,64
970,73181904,7627081,3,09839,16422,64
970,73181904,7627081,3,09839,16422,64
970,73181904,7627081,3,09839,16422,64
970,73181904,7627081,3,09839,16422,64
970,73181904,7627081,3,09839,16422,25
970,73181904,7627098,2,09839,16422,40
970,73181904,7627098,2,09839,16422,40
970,73181904,7627098,2,09839,16422,40
970,73181904,7627098,2,09839,16422,40
970,73181904,7627098,2,09839,16422,36
970,73181904,7627089,2,09839,16422,64
970,73181904,7627089,2,09839,16422,64
970,73181904,7627089,2,09839,16422,64
970,73181904,7627089,2,09839,16422,64
970,73181904,7627089,2,09839,16422,64
970,73181904,7627089,2,09839,16422,64
970,73181904,7627089,2,09839,16422,48
970,73181904,7627069,2,09839,16422,64
970,73181904,7627069,2,09839,16422,64
970,73181904,7627069,2,09839,16422,64
970,73181904,7627069,2,09839,16422,64
970,73181904,7627069,2,09839,16422,64
970,73181904,7627069,2,09839,16422,17
970,73430967,7627217,3,02404,16422,123
970,73300440,7627148,2,44061,16422,220
970,73300440,7627148,2,44061,16422,60
970,73181904,7627058,2,09839,16422,104
970,73181904,7627058,2,09839,16422,104
970,73181904,7627058,2,09839,16422,84
970,73300440,7627154,3,44061,16422,64
970,73300440,7627154,3,44061,16422,64
970,73300440,7627154,3,44061,16422,64
970,73300440,7627154,3,44061,16422,64
970,73300440,7627154,3,44061,16422,64
970,73300440,7627154,3,44061,16422,23
970,73300440,7627140,3,44061,16422,64
970,73300440,7627140,3,44061,16422,64
970,73300440,7627140,3,44061,16422,64
970,73300440,7627140,3,44061,16422,64
970,73300440,7627140,3,44061,16422,24
970,73181904,7627063,3,09839,16422,112
970,73181904,7627063,3,09839,16422,112
970,73181904,7627063,3,09839,16422,101
970,73181904,7627083,2,09839,16422,64
970,73181904,7627083,2,09839,16422,64
970,73181904,7627083,2,09839,16422,64
970,73181904,7627083,2,09839,16422,64
970,73181904,7627083,2,09839,16422,64
970,73181904,7627083,2,09839,16422,14
970,73181904,7627067,2,09839,16422,64
970,73181904,7627067,2,09839,16422,64
970,73181904,7627067,2,09839,16422,64
970,73181904,7627067,2,09839,16422,64
